,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2
238,0.33333333333333304,0.5,0.25,0.6666666666666667,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.03571428571428571,0.6428571428571428,0.5789473684210527
206,0.16666666666666652,0.75,0.25,0.0,0.3333333333333333,1.0,0.25,0.5,0.5,0.25,0.25,0.75,0.08928571428571427,0.2142857142857143,0.3684210526315789
316,0.5,0.5,0.25,0.3333333333333333,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.25,0.0,0.0,0.2857142857142857,0.42105263157894735
201,0.16666666666666652,0.5,0.75,0.0,0.3333333333333333,0.0,0.75,0.75,0.5,0.0,0.5,0.75,0.10714285714285714,0.2857142857142857,0.5263157894736842
224,0.16666666666666652,1.0,1.0,0.0,0.6666666666666667,0.0,1.0,0.5,0.25,0.0,0.0,1.0,0.0,0.6428571428571428,0.6842105263157894
278,0.5,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.75,0.75,0.0,0.0,0.75,0.26785714285714285,0.3571428571428571,0.42105263157894735
187,0.16666666666666652,0.5,0.25,0.0,0.3333333333333333,0.0,0.75,0.25,0.5,0.0,0.25,1.0,0.0,0.7857142857142857,0.7894736842105263
151,0.16666666666666652,0.5,0.25,0.0,0.0,0.3333333333333333,0.75,0.75,0.75,0.5,1.0,1.0,0.10714285714285714,0.5714285714285714,0.6842105263157894
67,0.16666666666666652,0.75,0.25,0.0,1.0,0.0,0.75,0.5,0.5,0.0,0.25,1.0,0.07142857142857142,0.2142857142857143,0.3684210526315789
63,0.16666666666666652,1.0,0.75,0.0,0.6666666666666667,0.0,0.5,0.75,0.75,0.25,0.75,0.75,0.03571428571428571,0.4285714285714285,0.47368421052631576
169,0.16666666666666652,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.75,0.25,0.0,0.0,0.5,0.0,0.7142857142857143,0.7368421052631579
270,0.6666666666666665,0.75,0.75,0.0,0.3333333333333333,0.6666666666666666,0.75,0.5,1.0,0.5,0.5,1.0,0.26785714285714285,0.3571428571428571,0.47368421052631576
306,0.833333333333333,0.75,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.9285714285714285,0.9473684210526315
231,0.33333333333333304,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.75,1.0,0.25,0.0,0.0,0.0,0.07142857142857142,0.5,0.5789473684210527
297,0.5,1.0,0.75,0.3333333333333333,0.3333333333333333,0.0,0.75,0.75,1.0,0.0,0.25,0.25,0.17857142857142855,0.4285714285714285,0.42105263157894735
134,0.0,0.75,1.0,1.0,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.3571428571428571,0.0
323,0.33333333333333304,0.75,0.25,0.0,0.6666666666666667,0.0,0.5,0.75,0.5,0.25,0.5,1.0,0.017857142857142856,0.5714285714285714,0.7368421052631579
35,0.0,0.5,0.75,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.3684210526315789
351,0.33333333333333304,0.75,0.75,0.3333333333333333,0.3333333333333333,0.0,0.75,1.0,0.75,0.25,0.5,0.5,0.03571428571428571,0.6428571428571428,0.6842105263157894
125,0.0,0.75,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.25,1.0,0.0,0.6428571428571428,0.6842105263157894
60,0.16666666666666652,1.0,1.0,0.0,0.3333333333333333,0.0,0.25,0.75,0.75,0.25,0.5,0.75,0.10714285714285714,0.4285714285714285,0.5789473684210527
195,0.33333333333333304,0.5,1.0,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.0,0.7142857142857143,0.7894736842105263
361,0.5,0.25,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.5,0.25,0.5,1.0,0.03571428571428571,0.6428571428571428,0.631578947368421
391,0.33333333333333304,0.75,0.25,0.3333333333333333,0.0,0.0,0.25,0.75,1.0,0.5,0.75,0.25,0.05357142857142857,0.7142857142857143,0.8421052631578947
21,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.75,0.25,0.0,0.0,1.0,0.0,0.5714285714285714,0.7894736842105263
66,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.07142857142857142,0.6428571428571428,0.6842105263157894
153,0.6666666666666665,0.75,0.5,0.0,0.0,1.0,0.75,1.0,0.75,0.0,0.0,0.75,0.0,0.0714285714285714,0.0
58,0.0,0.25,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.03571428571428571,0.3571428571428571,0.5263157894736842
85,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.75,0.75,0.25,0.5,1.0,0.10714285714285714,0.2142857142857143,0.47368421052631576
273,0.33333333333333304,0.25,0.5,0.0,0.3333333333333333,0.0,0.5,1.0,0.25,0.25,0.25,0.0,0.03571428571428571,0.7857142857142857,0.7368421052631579
4,0.16666666666666652,0.75,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.25,1.0,0.07142857142857142,0.14285714285714285,0.5263157894736842
289,0.5,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.75,0.5,0.0,0.0,0.25,0.1607142857142857,0.7857142857142857,0.6842105263157894
184,0.16666666666666652,0.75,0.5,0.0,0.3333333333333333,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.5714285714285714,0.6842105263157894
1,0.33333333333333304,0.25,0.25,0.0,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.07142857142857142,0.0714285714285714,0.2631578947368421
356,0.33333333333333304,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,0.5,0.0,0.25,1.0,0.07142857142857142,0.5714285714285714,0.6842105263157894
127,0.6666666666666665,0.0,0.25,0.0,0.3333333333333333,1.0,0.5,0.75,0.25,0.0,0.0,1.0,0.03571428571428571,0.2142857142857143,0.42105263157894735
87,0.0,1.0,0.5,0.0,0.6666666666666667,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.07142857142857142,0.6428571428571428,0.7368421052631579
185,0.33333333333333304,0.75,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.75,0.25,0.5,0.75,0.21428571428571427,0.5714285714285714,0.631578947368421
233,0.16666666666666652,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.25,0.75,0.25,0.75,0.0,0.03571428571428571,0.7142857142857143,0.6842105263157894
149,0.0,0.5,0.25,1.0,0.0,1.0,0.75,1.0,1.0,0.25,1.0,1.0,0.0,0.2857142857142857,0.47368421052631576
205,0.33333333333333304,0.75,1.0,0.0,0.6666666666666667,0.3333333333333333,0.75,0.75,0.5,0.5,0.75,1.0,0.5,0.4285714285714285,0.47368421052631576
383,0.6666666666666665,0.25,0.25,0.3333333333333333,0.0,0.3333333333333333,0.75,0.5,0.25,0.0,0.5,1.0,0.0,0.14285714285714285,0.2631578947368421
335,0.33333333333333304,0.75,1.0,0.0,0.6666666666666667,0.0,0.75,0.75,1.0,0.0,0.5,1.0,0.2857142857142857,0.8571428571428571,0.7894736842105263
137,0.16666666666666652,0.75,0.75,0.3333333333333333,0.0,0.6666666666666666,0.75,0.5,0.25,0.0,0.0,1.0,0.0,0.0,0.0
324,0.33333333333333304,0.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.5,0.5,0.5,0.25,0.5,0.25,0.0,0.8571428571428571,0.7894736842105263
89,0.16666666666666652,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.0,0.5,0.5,1.0,1.0,0.3214285714285714,0.2857142857142857,0.3157894736842105
290,0.5,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.75,1.0,0.19642857142857142,0.5714285714285714,0.5789473684210527
183,0.33333333333333304,0.75,0.75,0.0,0.3333333333333333,0.0,1.0,0.5,0.5,0.25,0.5,0.0,1.0,0.3571428571428571,0.47368421052631576
239,0.5,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.75,0.5,1.0,0.25,0.0,0.2142857142857143,0.3684210526315789
113,0.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.25,0.0,0.0,0.5,0.17857142857142855,0.9999999999999999,1.0
146,0.0,0.75,0.5,0.0,0.3333333333333333,1.0,0.5,0.5,0.25,0.0,0.0,0.5,0.0,0.14285714285714285,0.3684210526315789
340,0.6666666666666665,0.5,0.25,0.0,0.6666666666666667,0.3333333333333333,0.75,0.5,0.75,0.0,0.5,0.5,0.07142857142857142,0.5,0.631578947368421
193,0.16666666666666652,0.75,0.75,0.0,0.0,0.0,0.75,0.5,0.25,0.5,0.75,1.0,0.14285714285714285,0.2857142857142857,0.47368421052631576
135,0.0,1.0,1.0,0.0,0.6666666666666667,0.0,0.75,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.0
194,0.16666666666666652,0.5,0.75,0.3333333333333333,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.6428571428571428,0.7368421052631579
7,0.33333333333333304,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.10714285714285714,0.14285714285714285,0.2631578947368421
364,0.33333333333333304,0.25,0.5,0.3333333333333333,0.3333333333333333,0.0,0.5,0.25,0.25,0.0,0.25,0.5,0.0,0.5714285714285714,0.5789473684210527
295,0.33333333333333304,0.75,0.75,0.0,0.0,0.0,0.75,0.75,0.5,0.0,0.5,1.0,0.07142857142857142,0.7142857142857143,0.631578947368421
40,0.16666666666666652,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.0,0.25,0.5,0.4464285714285714,0.2142857142857143,0.5263157894736842
322,0.33333333333333304,0.5,0.5,0.0,0.6666666666666667,0.0,0.5,0.5,0.25,0.25,0.25,0.5,0.05357142857142857,0.5,0.5789473684210527
25,0.16666666666666652,0.5,0.5,0.0,0.0,0.6666666666666666,0.0,0.25,0.25,0.0,0.5,1.0,0.25,0.14285714285714285,0.47368421052631576
287,0.33333333333333304,0.25,0.25,0.0,0.6666666666666667,0.0,0.75,0.5,0.5,0.0,0.0,0.5,0.10714285714285714,0.6428571428571428,0.631578947368421
363,0.33333333333333304,1.0,1.0,0.0,0.3333333333333333,0.0,0.25,0.5,0.75,0.0,0.0,0.0,0.0,0.8571428571428571,0.7894736842105263
271,0.5,0.5,0.75,0.0,1.0,0.0,0.75,1.0,1.0,0.0,0.5,0.25,0.07142857142857142,0.7857142857142857,0.7368421052631579
45,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,1.0,0.25,0.25,0.0,0.0,1.0,0.14285714285714285,0.2857142857142857,0.42105263157894735
0,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,0.75,0.0,0.0,0.5,0.10714285714285714,0.0714285714285714,0.3157894736842105
303,0.33333333333333304,0.75,0.5,0.0,1.0,0.0,1.0,0.25,0.25,0.0,0.25,1.0,0.0,0.9285714285714285,0.894736842105263
17,0.16666666666666652,0.75,0.75,0.6666666666666667,0.3333333333333333,0.0,1.0,0.5,0.25,0.0,0.0,0.75,0.07142857142857142,0.2857142857142857,0.5263157894736842
106,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.0,0.5,0.14285714285714285,0.2142857142857143,0.42105263157894735
392,1.0,0.25,0.25,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.05357142857142857,0.4285714285714285,0.42105263157894735
259,0.33333333333333304,0.5,0.5,0.0,1.0,0.0,0.5,0.75,0.0,0.0,0.0,0.25,0.0,0.4285714285714285,0.47368421052631576
109,0.16666666666666652,1.0,1.0,0.0,0.6666666666666667,0.0,1.0,0.75,1.0,0.0,0.0,0.75,0.07142857142857142,0.7142857142857143,0.7894736842105263
77,0.16666666666666652,0.5,0.5,0.0,1.0,0.0,1.0,0.25,0.5,0.0,0.5,0.5,0.0,0.5,0.5789473684210527
112,0.16666666666666652,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.5,0.0,0.25,0.0,0.0,1.0,0.10714285714285714,0.4285714285714285,0.6842105263157894
162,0.16666666666666652,0.25,0.5,0.3333333333333333,0.0,0.3333333333333333,0.75,0.75,0.75,0.25,0.75,1.0,0.0,0.2142857142857143,0.0
117,0.16666666666666652,0.75,0.75,0.3333333333333333,0.0,0.0,1.0,0.75,0.25,0.0,0.0,1.0,0.0,0.6428571428571428,0.7368421052631579
53,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.75,0.25,0.5,1.0,0.0,0.2857142857142857,0.5263157894736842
8,0.0,0.75,0.5,0.0,0.3333333333333333,0.0,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.8571428571428571,0.9473684210526315
84,0.0,0.25,0.25,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.25,0.5,0.75,0.03571428571428571,0.3571428571428571,0.5263157894736842
56,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.0,0.0,0.0,0.7142857142857143,0.7894736842105263
23,0.16666666666666652,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.75,0.75,0.25,0.75,1.0,0.0,0.6428571428571428,0.6842105263157894
209,0.33333333333333304,1.0,0.75,0.3333333333333333,0.6666666666666667,0.0,0.75,0.75,0.25,0.0,0.0,0.75,0.10714285714285714,0.2142857142857143,0.3684210526315789
393,0.5,0.75,0.5,0.6666666666666667,0.0,0.0,0.75,0.75,0.0,0.5,0.75,1.0,0.0,0.5,0.631578947368421
90,0.16666666666666652,0.75,0.75,0.0,0.6666666666666667,0.0,0.75,0.5,0.5,0.0,0.5,0.75,0.0,0.2142857142857143,0.3684210526315789
202,0.33333333333333304,0.25,0.25,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.0,0.5,0.0,0.07142857142857142,0.3571428571428571,0.47368421052631576
131,0.0,0.25,0.25,0.6666666666666667,0.0,0.0,0.75,0.5,0.5,0.0,0.25,0.75,0.0,0.2857142857142857,0.0
360,0.5,0.25,1.0,0.6666666666666667,0.3333333333333333,0.0,0.75,0.5,0.75,0.0,0.75,1.0,0.0,0.6428571428571428,0.6842105263157894
260,0.5,1.0,0.75,0.0,0.3333333333333333,0.0,0.5,0.0,0.25,0.0,0.5,0.25,0.375,0.9285714285714285,0.9473684210526315
99,0.16666666666666652,1.0,0.75,0.0,0.6666666666666667,0.0,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.2142857142857143,0.47368421052631576
372,0.33333333333333304,0.5,0.5,0.0,0.6666666666666667,0.0,0.5,0.75,0.5,0.0,0.0,0.5,0.14285714285714285,0.6428571428571428,0.5789473684210527
29,0.16666666666666652,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.75,1.0,1.0,1.0,1.0,0.2857142857142857,0.4285714285714285,0.631578947368421
154,0.33333333333333304,1.0,1.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.75,0.0,0.5,0.5789473684210527
265,0.5,0.75,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.25,1.0,0.5,0.75,0.0,0.23214285714285712,0.9285714285714285,0.894736842105263
357,0.33333333333333304,0.75,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.25,0.5,0.0,0.25,1.0,0.03571428571428571,0.5714285714285714,0.631578947368421
321,0.33333333333333304,0.5,0.5,0.0,0.3333333333333333,0.0,0.75,0.25,0.25,0.0,0.0,0.5,0.21428571428571427,0.5,0.47368421052631576
313,0.6666666666666665,0.75,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.25,0.25,0.0,0.25,0.0,0.39285714285714285,0.6428571428571428,0.5263157894736842
305,0.5,0.5,1.0,0.0,0.3333333333333333,0.3333333333333333,0.75,0.75,0.5,0.0,0.0,0.5,0.14285714285714285,0.7142857142857143,0.631578947368421
213,0.5,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75,0.25,0.75,1.0,0.26785714285714285,0.14285714285714285,0.3684210526315789
339,0.33333333333333304,0.75,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.5,0.25,0.07142857142857142,0.3571428571428571,0.5263157894736842
64,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.25,0.75,0.25,0.0,0.4285714285714285,0.5263157894736842
138,0.16666666666666652,0.25,0.25,0.0,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75,0.0,0.5,1.0,0.0,0.7142857142857143,0.631578947368421
62,0.16666666666666652,0.25,0.5,0.0,0.3333333333333333,0.0,0.75,0.75,0.5,0.0,0.0,0.0,0.07142857142857142,0.2857142857142857,0.5263157894736842
288,0.5,0.5,0.25,0.0,0.6666666666666667,0.0,0.75,0.25,0.75,0.0,0.5,0.25,0.10714285714285714,0.7857142857142857,0.7368421052631579
50,0.16666666666666652,0.5,0.5,0.6666666666666667,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.5,0.75,0.03571428571428571,0.5714285714285714,0.6842105263157894
78,0.33333333333333304,0.5,0.25,0.3333333333333333,0.0,1.0,0.75,1.0,0.0,0.0,0.0,0.5,0.03571428571428571,0.2857142857142857,0.42105263157894735
328,0.33333333333333304,1.0,1.0,0.0,0.6666666666666667,0.0,1.0,0.75,0.75,0.0,0.5,0.75,0.125,0.4285714285714285,0.47368421052631576
5,0.16666666666666652,1.0,0.75,0.0,0.3333333333333333,0.0,1.0,0.75,0.25,0.0,0.25,1.0,0.17857142857142855,0.7857142857142857,0.7894736842105263
22,0.16666666666666652,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,1.0,0.0,0.0,0.5,1.0,0.03571428571428571,0.7857142857142857,0.7894736842105263
121,0.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.75,0.0,0.25,1.0,0.10714285714285714,0.8571428571428571,0.7368421052631579
355,0.5,0.75,0.75,0.0,0.3333333333333333,0.0,1.0,0.5,0.75,0.0,0.0,1.0,0.0,0.4285714285714285,0.47368421052631576
81,0.0,0.5,0.75,0.0,0.6666666666666667,0.0,1.0,0.5,0.25,0.0,0.25,1.0,0.07142857142857142,0.5,0.5263157894736842
234,0.16666666666666652,0.25,0.25,0.3333333333333333,0.3333333333333333,0.0,0.5,0.75,0.25,0.0,0.0,1.0,0.3214285714285714,0.3571428571428571,0.3684210526315789
315,0.6666666666666665,0.5,0.75,0.0,0.6666666666666667,0.3333333333333333,0.75,0.0,0.25,0.0,0.0,0.5,0.7142857142857142,0.6428571428571428,0.5789473684210527
267,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,0.75,0.25,0.25,0.75,0.14285714285714285,0.5714285714285714,0.5263157894736842
337,0.33333333333333304,0.75,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.25,0.5,0.25,0.0,0.2142857142857143,0.42105263157894735
208,0.16666666666666652,0.25,0.25,0.3333333333333333,0.0,0.0,0.75,0.5,0.25,0.0,0.75,1.0,0.10714285714285714,0.3571428571428571,0.47368421052631576
386,0.5,1.0,1.0,0.6666666666666667,0.0,0.0,0.75,0.75,0.5,0.25,0.25,1.0,0.125,0.14285714285714285,0.2631578947368421
262,0.5,0.75,0.5,0.0,0.6666666666666667,0.0,1.0,0.5,0.25,0.0,0.0,0.5,0.017857142857142856,0.6428571428571428,0.631578947368421
37,0.16666666666666652,1.0,1.0,0.3333333333333333,0.6666666666666667,0.0,0.25,0.75,0.5,0.0,0.0,1.0,0.125,0.7857142857142857,0.8421052631578947
311,0.6666666666666665,0.5,0.25,0.6666666666666667,0.3333333333333333,0.0,0.5,0.75,0.0,0.0,0.0,0.25,0.3571428571428571,0.7142857142857143,0.631578947368421
380,0.5,1.0,1.0,0.0,0.3333333333333333,0.0,0.5,0.25,0.75,0.0,0.75,0.25,0.07142857142857142,0.7857142857142857,0.7368421052631579
232,0.33333333333333304,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,1.0,1.0,0.0,0.5,0.25,0.25,0.5,0.47368421052631576
257,0.6666666666666665,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.21428571428571427,0.5,0.5789473684210527
298,0.5,1.0,0.75,0.0,1.0,0.0,0.75,0.5,0.5,0.0,0.0,0.5,0.0,0.7142857142857143,0.6842105263157894
165,0.16666666666666652,0.75,0.5,0.3333333333333333,0.0,0.3333333333333333,0.75,1.0,0.25,0.0,0.0,0.25,0.2857142857142857,0.5714285714285714,0.5789473684210527
296,0.6666666666666665,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.25,0.5,0.75,0.25,0.5,0.25,0.0,0.4285714285714285,0.47368421052631576
286,0.5,0.5,0.5,0.0,0.6666666666666667,0.0,0.75,0.5,0.5,0.0,0.25,0.25,0.08928571428571427,0.9999999999999999,0.9473684210526315
317,0.5,1.0,0.75,0.0,0.6666666666666667,0.0,0.75,0.5,0.75,0.0,0.0,1.0,0.1607142857142857,0.3571428571428571,0.5263157894736842
308,0.6666666666666665,0.75,0.75,0.0,0.3333333333333333,0.3333333333333333,0.75,1.0,0.5,0.0,0.25,1.0,0.0,0.7857142857142857,0.631578947368421
220,0.33333333333333304,0.5,0.25,0.3333333333333333,0.3333333333333333,0.0,0.75,0.25,1.0,0.0,0.25,1.0,0.03571428571428571,0.14285714285714285,0.3157894736842105
256,0.33333333333333304,1.0,0.5,0.0,1.0,0.0,0.75,0.25,0.5,0.0,0.0,0.75,0.10714285714285714,0.7142857142857143,0.631578947368421
382,0.33333333333333304,0.5,0.75,0.3333333333333333,0.3333333333333333,0.0,0.75,0.75,0.5,0.0,0.0,0.5,0.03571428571428571,0.5,0.5789473684210527
160,0.33333333333333304,0.5,0.25,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.25,0.25,0.25,1.0,0.0,0.2142857142857143,0.3157894736842105
388,0.5,0.75,0.25,0.0,0.3333333333333333,0.0,0.75,0.5,0.75,0.0,0.0,0.0,0.0,0.2142857142857143,0.47368421052631576
338,0.5,0.75,0.75,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.125,0.8571428571428571,0.7894736842105263
291,0.33333333333333304,1.0,0.75,0.0,0.6666666666666667,0.0,0.75,0.25,0.25,0.0,0.25,0.5,0.0,0.7857142857142857,0.7894736842105263
27,0.0,1.0,0.5,0.0,0.0,0.0,0.25,0.25,0.75,0.25,0.75,0.0,0.07142857142857142,0.7857142857142857,0.8421052631578947
18,0.33333333333333304,0.75,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.75,1.0,0.2857142857142857,0.14285714285714285,0.2631578947368421
186,0.16666666666666652,0.25,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.25,0.5,0.03571428571428571,0.5,0.631578947368421
387,0.6666666666666665,0.5,0.75,0.0,0.6666666666666667,0.3333333333333333,1.0,0.75,0.25,0.0,0.25,1.0,0.0,0.2142857142857143,0.2631578947368421
70,0.16666666666666652,0.75,0.25,0.3333333333333333,1.0,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.0,0.6428571428571428,0.7894736842105263
365,0.5,0.25,0.75,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.75,0.25,0.75,0.5,0.07142857142857142,0.4285714285714285,0.5263157894736842
158,0.16666666666666652,0.5,0.5,0.6666666666666667,0.0,0.0,0.75,0.25,0.25,0.0,0.25,0.5,0.03571428571428571,0.9285714285714285,0.7894736842105263
115,0.16666666666666652,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.75,0.75,0.0,0.25,1.0,0.03571428571428571,0.7857142857142857,0.7894736842105263
16,0.16666666666666652,1.0,1.0,0.0,0.6666666666666667,0.0,0.5,0.25,0.5,0.0,0.25,0.25,0.10714285714285714,0.6428571428571428,0.7368421052631579
301,0.33333333333333304,1.0,1.0,0.3333333333333333,0.0,0.0,0.75,0.0,0.0,0.25,0.25,1.0,0.0,0.5,0.5789473684210527
310,0.6666666666666665,0.25,0.5,0.0,0.3333333333333333,0.3333333333333333,0.75,0.25,0.75,0.25,0.25,0.5,0.0,0.3571428571428571,0.47368421052631576
330,0.5,0.5,0.5,0.0,1.0,0.0,0.75,1.0,1.0,0.25,0.75,1.0,0.03571428571428571,0.3571428571428571,0.42105263157894735
319,0.5,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.5,0.5,1.0,0.03571428571428571,0.5,0.5789473684210527
128,0.5,0.5,0.5,0.0,0.0,0.6666666666666666,0.5,0.5,0.5,0.0,0.25,0.75,0.0,0.2142857142857143,0.21052631578947367
103,0.0,0.75,0.5,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,1.0,0.0,0.0,0.25,0.46428571428571425,0.2142857142857143,0.3157894736842105
71,0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.4285714285714285,0.5263157894736842
